QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,AIRLINE_ID,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Total_Delay initial,Total_Delay,Departure_Delay_Status,Carrier_Delay_Status
1,1,1,4,NK,20416,12953,LGA,13930,ORD,916,46,46,1,1051,43,43,1,0,0,43,0,0,43,1,0,0
1,1,2,5,NK,20416,12953,LGA,13930,ORD,837,7,7,0,1020,12,12,0,0,0,0,0,0,0,0,0,0
1,1,3,6,NK,20416,12953,LGA,13930,ORD,821,-9,0,0,1015,7,7,0,0,0,0,0,0,0,0,0,0
1,1,4,7,NK,20416,12953,LGA,13930,ORD,836,6,6,0,1047,39,39,1,0,0,39,0,0,39,1,0,0
1,1,5,1,NK,20416,12953,LGA,13930,ORD,845,15,15,1,1122,74,74,1,0,0,74,0,0,74,1,0,0
1,1,6,2,NK,20416,12953,LGA,13930,ORD,923,53,53,1,1143,95,95,1,0,0,95,0,0,95,1,0,0
1,1,7,3,NK,20416,12953,LGA,13930,ORD,829,-1,0,0,958,-10,0,0,0,0,0,0,0,0,0,0,0
1,1,8,4,NK,20416,12953,LGA,13930,ORD,900,30,30,1,1044,36,36,1,0,0,36,0,0,36,1,0,0
1,1,9,5,NK,20416,12953,LGA,13930,ORD,855,25,25,1,1117,69,69,1,0,0,44,0,25,69,1,0,0
1,1,10,6,NK,20416,12953,LGA,13930,ORD,822,-8,0,0,958,-10,0,0,0,0,0,0,0,0,0,0,0
1,1,11,7,NK,20416,12953,LGA,13930,ORD,821,-9,0,0,1003,-5,0,0,0,0,0,0,0,0,0,0,0
1,1,12,1,NK,20416,12953,LGA,13930,ORD,838,8,8,0,1019,11,11,0,0,0,0,0,0,0,0,0,0
1,1,13,2,NK,20416,12953,LGA,13930,ORD,820,-10,0,0,1020,12,12,0,0,0,0,0,0,0,0,0,0
1,1,14,3,NK,20416,12953,LGA,13930,ORD,827,-3,0,0,949,-19,0,0,0,0,0,0,0,0,0,0,0
1,1,15,4,NK,20416,12953,LGA,13930,ORD,821,-9,0,0,953,-15,0,0,0,0,0,0,0,0,0,0,0
1,1,16,5,NK,20416,12953,LGA,13930,ORD,821,-9,0,0,954,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,17,6,NK,20416,12953,LGA,13930,ORD,832,2,2,0,949,-19,0,0,0,0,0,0,0,0,0,0,0
1,1,18,7,NK,20416,12953,LGA,13930,ORD,822,-8,0,0,1013,5,5,0,0,0,0,0,0,0,0,0,0
1,1,19,1,NK,20416,12953,LGA,13930,ORD,821,-9,0,0,942,-26,0,0,0,0,0,0,0,0,0,0,0
1,1,20,2,NK,20416,12953,LGA,13930,ORD,821,-9,0,0,949,-19,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,NK,20416,12953,LGA,13930,ORD,819,-11,0,0,951,-17,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,NK,20416,12953,LGA,13930,ORD,823,-7,0,0,952,-16,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,NK,20416,12953,LGA,13930,ORD,820,-10,0,0,959,-9,0,0,0,0,0,0,0,0,0,0,0
1,1,24,6,NK,20416,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,NK,20416,12953,LGA,13930,ORD,831,1,1,0,1000,-8,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,NK,20416,12953,LGA,13930,ORD,822,-8,0,0,1013,5,5,0,0,0,0,0,0,0,0,0,0
1,1,27,2,NK,20416,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,NK,20416,12953,LGA,13930,ORD,822,-8,0,0,934,-34,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,NK,20416,12953,LGA,13930,ORD,825,-5,0,0,1025,17,17,1,0,0,17,0,0,17,1,0,0
1,1,30,5,NK,20416,12953,LGA,13930,ORD,844,14,14,0,1007,-1,0,0,0,0,0,0,0,0,0,0,0
1,1,31,6,NK,20416,12953,LGA,13930,ORD,822,-8,0,0,940,-28,0,0,0,0,0,0,0,0,0,0,0
1,1,1,4,NK,20416,12953,LGA,13930,ORD,2149,-6,0,0,2327,5,5,0,0,0,0,0,0,0,0,0,0
1,1,2,5,NK,20416,12953,LGA,13930,ORD,2144,-11,0,0,2302,-20,0,0,0,0,0,0,0,0,0,0,0
1,1,3,6,NK,20416,12953,LGA,13930,ORD,2247,52,52,1,6,44,44,1,0,0,44,0,0,44,1,0,0
1,1,4,7,NK,20416,12953,LGA,13930,ORD,5,130,130,1,139,137,137,1,0,0,137,0,0,137,1,0,0
1,1,5,1,NK,20416,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,6,2,NK,20416,12953,LGA,13930,ORD,2339,104,104,1,116,114,114,1,0,0,114,0,0,114,1,0,0
1,1,7,3,NK,20416,12953,LGA,13930,ORD,2336,101,101,1,45,83,83,1,0,0,83,0,0,83,1,0,0
1,1,8,4,NK,20416,12953,LGA,13930,ORD,2249,54,54,1,40,78,78,1,0,0,78,0,0,78,1,0,0
1,1,9,5,NK,20416,12953,LGA,13930,ORD,2248,53,53,1,56,94,94,1,0,0,94,0,0,94,1,0,0
1,1,10,6,NK,20416,12953,LGA,13930,ORD,2200,5,5,0,2328,6,6,0,0,0,0,0,0,0,0,0,0
1,1,11,7,NK,20416,12953,LGA,13930,ORD,2251,56,56,1,11,49,49,1,7,0,0,0,42,49,1,0,0
1,1,12,1,NK,20416,12953,LGA,13930,ORD,2255,60,60,1,14,52,52,1,0,0,52,0,0,52,1,0,0
1,1,13,2,NK,20416,12953,LGA,13930,ORD,2207,12,12,0,2319,-3,0,0,0,0,0,0,0,0,0,0,0
1,1,14,3,NK,20416,12953,LGA,13930,ORD,2147,-8,0,0,2339,17,17,1,0,0,17,0,0,17,1,0,0
1,1,15,4,NK,20416,12953,LGA,13930,ORD,2232,37,37,1,2352,30,30,1,0,0,0,0,30,30,1,0,0
1,1,16,5,NK,20416,12953,LGA,13930,ORD,2305,70,70,1,27,65,65,1,0,0,65,0,0,65,1,0,0
1,1,17,6,NK,20416,12953,LGA,13930,ORD,2208,13,13,0,2323,1,1,0,0,0,0,0,0,0,0,0,0
1,1,18,7,NK,20416,12953,LGA,13930,ORD,2215,20,20,1,2318,-4,0,0,0,0,0,0,0,0,0,0,0
1,1,19,1,NK,20416,12953,LGA,13930,ORD,2242,47,47,1,2357,35,35,1,5,0,30,0,0,35,1,0,0
1,1,20,2,NK,20416,12953,LGA,13930,ORD,2223,28,28,1,2338,16,16,1,0,0,0,0,16,16,1,0,0
1,1,21,3,NK,20416,12953,LGA,13930,ORD,2244,49,49,1,19,57,57,1,0,0,57,0,0,57,1,0,0
1,1,22,4,NK,20416,12953,LGA,13930,ORD,2217,22,22,1,2334,12,12,0,0,0,0,0,0,0,0,0,0
1,1,23,5,NK,20416,12953,LGA,13930,ORD,2145,-10,0,0,2301,-21,0,0,0,0,0,0,0,0,0,0,0
1,1,24,6,NK,20416,12953,LGA,13930,ORD,2150,-5,0,0,2255,-27,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,NK,20416,12953,LGA,13930,ORD,2216,21,21,1,2328,6,6,0,0,0,0,0,0,0,0,0,0
1,1,26,1,NK,20416,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,NK,20416,12953,LGA,13930,ORD,2144,-11,0,0,2252,-30,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,NK,20416,12953,LGA,13930,ORD,2148,-7,0,0,2320,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,NK,20416,12953,LGA,13930,ORD,2226,31,31,1,2328,6,6,0,0,0,0,0,0,0,0,0,0
1,1,30,5,NK,20416,12953,LGA,13930,ORD,2251,56,56,1,4,42,42,1,2,0,40,0,0,42,1,0,0
1,1,31,6,NK,20416,12953,LGA,13930,ORD,2215,20,20,1,2338,16,16,1,6,0,10,0,0,16,1,0,0
1,1,10,6,OO,20304,12953,LGA,13930,ORD,1254,-6,0,0,1430,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,24,6,OO,20304,12953,LGA,13930,ORD,1251,-9,0,0,1430,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,17,6,OO,20304,12953,LGA,13930,ORD,1256,-4,0,0,1415,-29,0,0,0,0,0,0,0,0,0,0,0
1,1,31,6,OO,20304,12953,LGA,13930,ORD,1257,-3,0,0,1424,-20,0,0,0,0,0,0,0,0,0,0,0
1,1,3,6,OO,20304,12953,LGA,13930,ORD,1900,118,118,1,2043,106,106,1,0,0,0,0,106,106,1,0,0
1,1,31,6,UA,19977,12953,LGA,13930,ORD,557,-3,0,0,723,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,720,20,20,1,830,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1443,103,103,1,1611,91,91,1,91,0,0,0,0,91,1,0,1
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1121,21,21,1,1232,-15,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,956,-4,0,0,1135,-10,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1223,-4,0,0,1407,-3,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,609,9,9,0,732,-4,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1817,17,17,1,1936,-4,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1856,-4,0,0,2037,-12,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,2007,7,7,0,2112,-33,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,855,-5,0,0,1032,-16,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1701,61,61,1,1844,59,59,1,0,0,59,0,0,59,1,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1517,17,17,1,1642,3,3,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1752,52,52,1,1910,31,31,1,0,0,31,0,0,31,1,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1050,-10,0,0,1227,-20,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,702,2,2,0,826,-18,0,0,0,0,0,0,0,0,0,0,0
1,1,31,6,UA,19977,12953,LGA,13930,ORD,657,-3,0,0,814,-30,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1402,2,2,0,1548,12,12,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,819,19,19,1,927,-13,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1009,9,9,0,1121,-24,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1313,46,46,1,1448,38,38,1,0,0,1,0,37,38,1,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,613,13,13,0,718,-18,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1755,-5,0,0,1922,-18,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1918,18,18,1,2102,13,13,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,2050,50,50,1,2212,27,27,1,0,0,0,0,27,27,1,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,856,-4,0,0,1037,-11,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1710,70,70,1,1848,63,63,1,63,0,0,0,0,63,1,0,1
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1501,1,1,0,1627,-12,0,0,0,0,0,0,0,0,0,0,0
1,1,30,5,UA,19977,12953,LGA,13930,ORD,1713,13,13,0,1846,7,7,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,803,3,3,0,914,-26,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1228,1,1,0,1354,-16,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,611,11,11,0,721,-15,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1753,-7,0,0,1938,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1902,2,2,0,2023,-26,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1953,-7,0,0,2115,-30,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,857,-3,0,0,1010,-38,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1600,0,0,0,1736,-9,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1053,-7,0,0,1208,-39,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1654,-6,0,0,1825,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1024,204,204,1,1211,207,207,1,0,0,10,0,197,207,1,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1502,2,2,0,1626,-13,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1256,-4,0,0,1415,-25,0,0,0,0,0,0,0,0,0,0,0
1,1,31,6,UA,19977,12953,LGA,13930,ORD,1458,-2,0,0,1615,-23,0,0,0,0,0,0,0,0,0,0,0
1,1,31,6,UA,19977,12953,LGA,13930,ORD,854,-6,0,0,1009,-39,0,0,0,0,0,0,0,0,0,0,0
1,1,31,6,UA,19977,12953,LGA,13930,ORD,1057,-3,0,0,1217,-29,0,0,0,0,0,0,0,0,0,0,0
1,1,28,3,UA,19977,12953,LGA,13930,ORD,1400,0,0,0,1525,-11,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1254,-6,0,0,1421,-19,0,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,1359,-1,0,0,1529,-7,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,27,2,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,831,31,31,1,958,18,18,1,0,18,0,0,0,18,1,1,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,1006,6,6,0,1200,15,15,1,0,6,9,0,0,15,1,1,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,1302,35,35,1,1455,45,45,1,0,33,10,0,2,45,1,1,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,602,2,2,0,709,-27,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,955,55,55,1,1206,78,78,1,0,18,23,0,37,78,1,1,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,24,6,UA,19977,12953,LGA,13930,ORD,930,30,30,1,1053,5,5,0,0,0,0,0,0,0,0,0,0
1,1,29,4,UA,19977,12953,LGA,13930,ORD,756,-4,0,0,928,-12,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,UA,19977,12953,LGA,13930,ORD,1259,-1,0,0,1428,-11,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,UA,19977,12953,LGA,13930,ORD,1717,2,2,0,1850,-3,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,UA,19977,12953,LGA,13930,ORD,1859,-1,0,0,2037,-12,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,UA,19977,12953,LGA,13930,ORD,1056,-4,0,0,1228,-18,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,UA,19977,12953,LGA,13930,ORD,1600,0,0,0,1728,-17,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,UA,19977,12953,LGA,13930,ORD,859,-1,0,0,1021,-28,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,UA,19977,12953,LGA,13930,ORD,1400,0,0,0,1525,-11,0,0,0,0,0,0,0,0,0,0,0
1,1,25,7,UA,19977,12953,LGA,13930,ORD,701,1,1,0,838,-6,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,732,32,32,1,842,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,1401,61,61,1,1530,50,50,1,0,50,0,0,0,50,1,1,0
1,1,26,1,UA,19977,12953,LGA,13930,ORD,1506,66,66,1,1620,44,44,1,0,44,0,0,0,44,1,1,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,754,-6,0,0,925,-15,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,754,-6,0,0,942,2,2,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1002,2,2,0,1146,1,1,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1219,-8,0,0,1409,-1,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,555,-5,0,0,702,-34,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1754,-6,0,0,1910,-30,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1854,-6,0,0,2012,-37,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1952,-8,0,0,2108,-37,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,852,-8,0,0,1020,-28,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1600,0,0,0,1731,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1503,3,3,0,1627,-12,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1741,41,41,1,1859,20,20,1,0,0,2,0,18,20,1,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,657,-3,0,0,821,-23,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1253,-7,0,0,1430,-10,0,0,0,0,0,0,0,0,0,0,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,19,1,UA,19977,12953,LGA,13930,ORD,818,78,78,1,933,50,50,1,50,0,0,0,0,50,1,0,1
1,1,24,6,UA,19977,12953,LGA,13930,ORD,1456,-4,0,0,1622,-16,0,0,0,0,0,0,0,0,0,0,0
1,1,24,6,UA,19977,12953,LGA,13930,ORD,1052,-8,0,0,1233,-13,0,0,0,0,0,0,0,0,0,0,0
1,1,24,6,UA,19977,12953,LGA,13930,ORD,1700,0,0,0,1810,-29,0,0,0,0,0,0,0,0,0,0,0
1,1,24,6,UA,19977,12953,LGA,13930,ORD,627,27,27,1,735,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,24,6,UA,19977,12953,LGA,13930,ORD,818,78,78,1,928,44,44,1,0,44,0,0,0,44,1,1,0
1,1,23,5,UA,19977,12953,LGA,13930,ORD,1409,9,9,0,1536,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1058,-2,0,0,1242,-5,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1658,-2,0,0,1813,-26,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,704,4,4,0,838,-6,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1457,-3,0,0,1618,-21,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1251,-9,0,0,1415,-25,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1354,-6,0,0,1522,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1253,-7,0,0,1425,-15,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1404,4,4,0,1536,0,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,751,-9,0,0,925,-15,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,954,-6,0,0,1142,-3,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1216,-11,0,0,1408,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,554,-6,0,0,714,-22,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1755,-5,0,0,1919,-21,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1853,-7,0,0,2012,-37,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1951,-9,0,0,2121,-24,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,848,-12,0,0,1025,-23,0,0,0,0,0,0,0,0,0,0,0
1,1,21,3,UA,19977,12953,LGA,13930,ORD,1554,-6,0,0,1735,-10,0,0,0,0,0,0,0,0,0,0,0
1,1,19,1,UA,19977,12953,LGA,13930,ORD,1456,-4,0,0,1607,-32,0,0,0,0,0,0,0,0,0,0,0
1,1,19,1,UA,19977,12953,LGA,13930,ORD,1107,7,7,0,1230,-17,0,0,0,0,0,0,0,0,0,0,0
1,1,18,7,UA,19977,12953,LGA,13930,ORD,1300,0,0,0,1414,-24,0,0,0,0,0,0,0,0,0,0,0
1,1,18,7,UA,19977,12953,LGA,13930,ORD,1051,-9,0,0,1222,-24,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1012,12,12,0,1143,-2,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1220,-7,0,0,1349,-21,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,553,-7,0,0,707,-29,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1801,1,1,0,1955,15,15,1,0,0,15,0,0,15,1,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1851,-9,0,0,2043,-6,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1955,-5,0,0,2155,10,10,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,856,-4,0,0,1017,-31,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1555,-5,0,0,1731,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1504,4,4,0,1628,-11,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1709,9,9,0,1852,13,13,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,1057,-3,0,0,1214,-33,0,0,0,0,0,0,0,0,0,0,0
1,1,22,4,UA,19977,12953,LGA,13930,ORD,731,31,31,1,858,14,14,0,0,0,0,0,0,0,0,0,0
1,1,20,2,UA,19977,12953,LGA,13930,ORD,749,-11,0,0,907,-33,0,0,0,0,0,0,0,0,0,0,0
1,1,20,2,UA,19977,12953,LGA,13930,ORD,954,-6,0,0,1124,-21,0,0,0,0,0,0,0,0,0,0,0
1,1,20,2,UA,19977,12953,LGA,13930,ORD,1216,-11,0,0,1356,-14,0,0,0,0,0,0,0,0,0,0,0
1,1,20,2,UA,19977,12953,LGA,13930,ORD,553,-7,0,0,712,-24,0,0,0,0,0,0,0,0,0,0,0
1,1,20,2,UA,19977,12953,LGA,13930,ORD,1751,-9,0,0,1926,-14,0,0,0,0,0,0,0,0,0,0,0
